Specialty,Division,Success_Count,Success_Count_History,Success_Count_Diff,Base_Score,Base_Score_History,Base_Score_Diff,Avg_Score,Avg_Score_History,Avg_Score_Diff,Top_5_Destination_Regions,Top_5_Competitive_Regions,National_Points_Range,National_Points_Range_History,National_Points_Range_Diff,Special_Category_Rate,Special_Category_Rate_History,Special_Category_Rate_Diff,Active_Regions_Rate,Active_Regions_Rate_History,Active_Regions_Rate_Diff,Leaving_Count,Leaving_Count_History,Leaving_Count_Diff,Top_5_Targeting_1st,Avg_Score_Applicants,Avg_Score_Applicants_History,Avg_Score_Applicants_Diff,Average_Preference_Count,Average_Preference_Count_History,Average_Preference_Count_Diff,Points_Entrance_Gap,Points_Entrance_Gap_History,Points_Entrance_Gap_Diff,Odds_of_Transfer,Odds_of_Transfer_History,Odds_of_Transfer_Diff,Waiting_List_Absolute,Waiting_List_Absolute_History,Waiting_List_Absolute_Diff
ΠΕ88.04,Δευτεροβάθμια Ειδικής,5,"{""2022"": 15, ""2023"": 11, ""2024"": 3, ""2025"": 7, ""2026"": 5}",-2.0,18.82,"{""2022"": 21.1, ""2023"": 37.97, ""2024"": 36.17, ""2025"": 28.65, ""2026"": 18.82}",-9.83,34.66,"{""2022"": 48.52, ""2023"": 55.86, ""2024"": 51.05, ""2025"": 45.69, ""2026"": 34.66}",-11.03,"{""ΡΕΘΥΜΝΟΥ"": 1, ""ΗΡΑΚΛΕΙΟΥ"": 1, ""ΠΕΛΛΑΣ"": 1, ""Δ' ΑΘΗΝΑΣ"": 1, ""ΠΙΕΡΙΑΣ"": 1}","{""ΗΡΑΚΛΕΙΟΥ"": 50.72, ""ΠΕΛΛΑΣ"": 39.28, ""ΡΕΘΥΜΝΟΥ"": 38.68, ""ΠΙΕΡΙΑΣ"": 25.82, ""Δ' ΑΘΗΝΑΣ"": 18.82}",31.9,"{""2022"": 56.62, ""2023"": 26.2, ""2024"": 37.68, ""2025"": 25.46, ""2026"": 31.9}",6.44,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 14.29, ""2026"": 0.0}",-14.29,6.41,"{""2022"": 16.67, ""2023"": 11.54, ""2024"": 3.85, ""2025"": 6.41, ""2026"": 6.41}",0.0,13,"{""2024"": 9, ""2025"": 10, ""2026"": 13}",3.0,"{""ΗΡΑΚΛΕΙΟΥ"": 2, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2, ""ΗΜΑΘΙΑΣ"": 1, ""ΛΑΣΙΘΙΟΥ"": 1}",42.56,"{""2024"": 51.14, ""2025"": 46.49, ""2026"": 42.56}",-3.93,3.09,"{""2024"": 2.5, ""2025"": 5.57, ""2026"": 3.09}",-2.48,-7.9,"{""2024"": -0.09, ""2025"": -0.8, ""2026"": -7.9}",-7.1,38.46,"{""2024"": 33.33, ""2025"": 70.0, ""2026"": 38.46}",-31.54,8,"{""2024"": 6, ""2025"": 3, ""2026"": 8}",5.0
ΠΕ88.05,Δευτεροβάθμια Ειδικής,2,"{""2022"": 5, ""2023"": 1, ""2024"": 7, ""2025"": 1, ""2026"": 2}",1.0,27.62,"{""2022"": 17.0, ""2023"": 67.59, ""2024"": 25.03, ""2025"": 82.63, ""2026"": 27.62}",-55.01,35.94,"{""2022"": 33.52, ""2023"": 67.59, ""2024"": 48.54, ""2025"": 82.63, ""2026"": 35.94}",-46.69,"{""ΛΑΡΙΣΑΣ"": 1, ""Α' ΚΕΡΚΥΡΑΣ"": 1}","{""ΛΑΡΙΣΑΣ"": 44.26, ""Α' ΚΕΡΚΥΡΑΣ"": 27.62}",16.64,"{""2022"": 28.57, ""2024"": 47.63, ""2026"": 16.64}",-30.99,0.0,"{""2022"": 20.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,2.56,"{""2022"": 6.41, ""2023"": 1.28, ""2024"": 8.97, ""2025"": 1.28, ""2026"": 2.56}",1.28,12,"{""2024"": 12, ""2025"": 8, ""2026"": 12}",4.0,"{""ΠΕΛΛΑΣ"": 3, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2, ""ΛΑΡΙΣΑΣ"": 2, ""ΞΑΝΘΗΣ"": 1, ""ΠΙΕΡΙΑΣ"": 1}",35.04,"{""2024"": 43.54, ""2025"": 42.92, ""2026"": 35.04}",-7.88,3.5,"{""2024"": 2.29, ""2025"": 2.2, ""2026"": 3.5}",1.3,0.9,"{""2024"": 5.0, ""2025"": 39.71, ""2026"": 0.9}",-38.81,16.67,"{""2024"": 58.33, ""2025"": 12.5, ""2026"": 16.67}",4.17,10,"{""2024"": 5, ""2025"": 7, ""2026"": 10}",3.0
ΠΕ89.01,Δευτεροβάθμια Ειδικής,4,"{""2022"": 7, ""2023"": 6, ""2024"": 1, ""2025"": 4, ""2026"": 4}",0.0,34.71,"{""2022"": 24.69, ""2023"": 35.93, ""2024"": 39.43, ""2025"": 26.05, ""2026"": 34.71}",8.66,47.5,"{""2022"": 44.68, ""2023"": 51.52, ""2024"": 39.43, ""2025"": 40.93, ""2026"": 47.5}",6.57,"{""Γ' ΑΘΗΝΑΣ"": 1, ""ΖΑΚΥΝΘΟΥ"": 1, ""ΑΧΑΙΑΣ"": 1, ""ΗΡΑΚΛΕΙΟΥ"": 1}","{""ΗΡΑΚΛΕΙΟΥ"": 58.81, ""ΖΑΚΥΝΘΟΥ"": 51.08, ""ΑΧΑΙΑΣ"": 45.39, ""Γ' ΑΘΗΝΑΣ"": 34.71}",24.1,"{""2022"": 52.82, ""2023"": 27.05, ""2025"": 50.42, ""2026"": 24.1}",-26.32,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,5.13,"{""2022"": 6.41, ""2023"": 5.13, ""2024"": 1.28, ""2025"": 5.13, ""2026"": 5.13}",0.0,7,"{""2024"": 3, ""2025"": 4, ""2026"": 7}",3.0,"{""ΗΡΑΚΛΕΙΟΥ"": 2, ""ΖΑΚΥΝΘΟΥ"": 1, ""ΑΧΑΙΑΣ"": 1, ""Δ' ΑΘΗΝΑΣ"": 1, ""Γ' ΑΘΗΝΑΣ"": 1}",38.62,"{""2024"": 44.64, ""2025"": 38.43, ""2026"": 38.62}",0.19,1.67,"{""2024"": 2.0, ""2025"": 3.5, ""2026"": 1.67}",-1.83,8.88,"{""2024"": -5.21, ""2025"": 2.5, ""2026"": 8.88}",6.38,57.14,"{""2024"": 33.33, ""2025"": 100.0, ""2026"": 57.14}",-42.86,3,"{""2024"": 2, ""2025"": 0, ""2026"": 3}",3.0
ΠΕ89.02,Δευτεροβάθμια Ειδικής,3,"{""2022"": 2, ""2023"": 2, ""2024"": 3, ""2025"": 1, ""2026"": 3}",2.0,38.56,"{""2022"": 27.99, ""2023"": 59.76, ""2024"": 39.82, ""2025"": 56.05, ""2026"": 38.56}",-17.49,43.67,"{""2022"": 30.2, ""2023"": 59.76, ""2024"": 50.98, ""2025"": 56.05, ""2026"": 43.67}",-12.38,"{""ΚΑΡΔΙΤΣΑΣ"": 1, ""ΡΟΔΟΠΗΣ"": 1, ""Α' ΠΕΙΡΑΙΑ"": 1}","{""Α' ΠΕΙΡΑΙΑ"": 50.14, ""ΡΟΔΟΠΗΣ"": 42.31, ""ΚΑΡΔΙΤΣΑΣ"": 38.56}",11.58,"{""2022"": 4.42, ""2024"": 22.32, ""2026"": 11.58}",-10.74,0.0,"{""2022"": 0.0, ""2023"": 50.0, ""2024"": 33.33, ""2025"": 0.0, ""2026"": 0.0}",0.0,3.85,"{""2022"": 2.56, ""2023"": 2.56, ""2024"": 3.85, ""2025"": 1.28, ""2026"": 3.85}",2.57,4,"{""2024"": 5, ""2025"": 2, ""2026"": 4}",2.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""Α' ΠΕΙΡΑΙΑ"": 1}",40.39,"{""2024"": 40.9, ""2025"": 47.05, ""2026"": 40.39}",-6.66,2.0,"{""2024"": 2.25, ""2025"": 1.5, ""2026"": 2.0}",0.5,3.28,"{""2024"": 10.08, ""2025"": 9.0, ""2026"": 3.28}",-5.72,75.0,"{""2024"": 60.0, ""2025"": 50.0, ""2026"": 75.0}",25.0,1,"{""2024"": 2, ""2025"": 1, ""2026"": 1}",0.0
ΠΕ90,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ91.01,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 1, ""2026"": 0}",-1.0,68.49,"{""2025"": 68.49}",,68.49,"{""2025"": 68.49}",,{},"{""ΧΑΝΙΩΝ"": 68.49}",,{},,,"{""2025"": 0.0}",,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 1.28, ""2026"": 0.0}",-1.28,1,"{""2024"": 1, ""2025"": 2, ""2026"": 1}",-1.0,"{""Δ' ΑΘΗΝΑΣ"": 1}",55.36,"{""2024"": 51.03, ""2025"": 57.1, ""2026"": 55.36}",-1.74,2.0,"{""2024"": 15.0, ""2025"": 1.5, ""2026"": 2.0}",0.5,11.39,"{""2025"": 11.39}",,0.0,"{""2024"": 0.0, ""2025"": 50.0, ""2026"": 0.0}",-50.0,1,"{""2024"": 1, ""2025"": 1, ""2026"": 1}",0.0
ΠΕ91.02,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΤΕ01.04,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΤΕ01.06,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΤΕ01.13,Δευτεροβάθμια Ειδικής,0,"{""2022"": 2, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,34.18,"{""2022"": 34.18}",,43.22,"{""2022"": 43.22}",,{},"{""ΛΑΡΙΣΑΣ"": 52.27, ""ΠΕΛΛΑΣ"": 34.18}",18.09,"{""2022"": 18.09}",,,"{""2022"": 0.0}",,0.0,"{""2022"": 2.56, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,2,"{""2024"": 3, ""2025"": 2, ""2026"": 2}",0.0,"{""ΛΑΡΙΣΑΣ"": 1, ""ΦΛΩΡΙΝΑΣ"": 1}",87.39,"{""2024"": 36.75, ""2025"": 44.46, ""2026"": 87.39}",42.93,1.0,"{""2024"": 6.0, ""2025"": 8.0, ""2026"": 1.0}",-7.0,,{},,0.0,"{""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,2,"{""2024"": 3, ""2025"": 2, ""2026"": 2}",0.0
ΤΕ01.19,Δευτεροβάθμια Ειδικής,1,"{""2022"": 1, ""2023"": 0, ""2024"": 1, ""2025"": 0, ""2026"": 1}",1.0,27.14,"{""2022"": 35.17, ""2024"": 20.57, ""2026"": 27.14}",6.57,27.14,"{""2022"": 35.17, ""2024"": 20.57, ""2026"": 27.14}",6.57,"{""ΞΑΝΘΗΣ"": 1}","{""ΞΑΝΘΗΣ"": 27.14}",,{},,0.0,"{""2022"": 0.0, ""2024"": 0.0, ""2026"": 0.0}",,1.28,"{""2022"": 1.28, ""2023"": 0.0, ""2024"": 1.28, ""2025"": 0.0, ""2026"": 1.28}",1.28,4,"{""2024"": 2, ""2025"": 4, ""2026"": 4}",0.0,"{""ΤΡΙΚΑΛΩΝ"": 2, ""ΗΡΑΚΛΕΙΟΥ"": 1, ""ΛΑΡΙΣΑΣ"": 1}",30.14,"{""2024"": 32.95, ""2025"": 24.8, ""2026"": 30.14}",5.34,7.5,"{""2024"": 6.5, ""2025"": 9.0, ""2026"": 7.5}",-1.5,-3.0,"{""2024"": -12.38, ""2026"": -3.0}",9.38,25.0,"{""2024"": 50.0, ""2025"": 0.0, ""2026"": 25.0}",25.0,3,"{""2024"": 1, ""2025"": 4, ""2026"": 3}",-1.0
ΤΕ01.25,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΤΕ01.26,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΤΕ02.01,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΤΕ02.02,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΤΕ16,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,5,"{""2024"": 2, ""2025"": 3, ""2026"": 5}",2.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""ΗΜΑΘΙΑΣ"": 1, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""Γ' ΑΘΗΝΑΣ"": 1}",71.4,"{""2024"": 87.1, ""2025"": 70.33, ""2026"": 71.4}",1.07,9.0,"{""2024"": 15.0, ""2025"": 6.5, ""2026"": 9.0}",2.5,,{},,0.0,"{""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,5,"{""2024"": 2, ""2025"": 3, ""2026"": 5}",2.0
ΠΕ05,Πρωτοβάθμια Γενικής,19,"{""2022"": 31, ""2023"": 32, ""2024"": 26, ""2025"": 30, ""2026"": 19}",-11.0,28.14,"{""2022"": 11.32, ""2023"": 32.39, ""2024"": 21.33, ""2025"": 32.2, ""2026"": 28.14}",-4.06,69.42,"{""2022"": 80.21, ""2023"": 84.58, ""2024"": 62.08, ""2025"": 71.85, ""2026"": 69.42}",-2.43,"{""Δ' ΑΘΗΝΑΣ"": 3, ""Α' ΑΘΗΝΑΣ"": 3, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 3, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2, ""Β' ΑΘΗΝΑΣ"": 2}","{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 123.43, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 104.37, ""ΗΜΑΘΙΑΣ"": 62.71, ""ΘΕΣΠΡΩΤΙΑΣ"": 58.25, ""Α' ΜΑΓΝΗΣΙΑΣ"": 52.25}",95.29,"{""2022"": 154.15, ""2023"": 110.15, ""2024"": 138.15, ""2025"": 88.16, ""2026"": 95.29}",7.13,10.53,"{""2022"": 0.0, ""2023"": 3.12, ""2024"": 7.69, ""2025"": 3.33, ""2026"": 10.53}",7.2,14.1,"{""2022"": 16.67, ""2023"": 19.23, ""2024"": 17.95, ""2025"": 17.95, ""2026"": 14.1}",-3.85,51,"{""2024"": 65, ""2025"": 59, ""2026"": 51}",-8.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 12, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 5, ""Α' ΑΘΗΝΑΣ"": 3, ""Β' ΑΘΗΝΑΣ"": 2, ""ΞΑΝΘΗΣ"": 2}",63.43,"{""2024"": 63.19, ""2025"": 71.27, ""2026"": 63.43}",-7.84,2.0,"{""2024"": 2.79, ""2025"": 2.96, ""2026"": 2.0}",-0.96,5.99,"{""2024"": -1.11, ""2025"": 0.58, ""2026"": 5.99}",5.41,37.25,"{""2024"": 40.0, ""2025"": 50.85, ""2026"": 37.25}",-13.6,32,"{""2024"": 39, ""2025"": 29, ""2026"": 32}",3.0
ΠΕ06,Πρωτοβάθμια Γενικής,126,"{""2022"": 55, ""2023"": 105, ""2024"": 142, ""2025"": 123, ""2026"": 126}",3.0,24.78,"{""2022"": 37.61, ""2023"": 45.62, ""2024"": 23.65, ""2025"": 21.13, ""2026"": 24.78}",3.65,82.44,"{""2022"": 103.27, ""2023"": 89.68, ""2024"": 86.64, ""2025"": 85.04, ""2026"": 82.44}",-2.6,"{""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 22, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 21, ""Α' ΑΘΗΝΑΣ"": 17, ""Δ' ΑΘΗΝΑΣ"": 8, ""ΠΕΛΛΑΣ"": 7}","{""ΚΑΡΔΙΤΣΑΣ"": 168.98, ""Β' ΕΥΒΟΙΑΣ"": 156.63, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 118.24, ""ΚΟΡΙΝΘΙΑΣ"": 111.03, ""ΗΜΑΘΙΑΣ"": 110.82}",144.2,"{""2022"": 157.28, ""2023"": 85.42, ""2024"": 99.93, ""2025"": 154.22, ""2026"": 144.2}",-10.02,11.11,"{""2022"": 0.0, ""2023"": 6.67, ""2024"": 2.82, ""2025"": 4.07, ""2026"": 11.11}",7.04,38.46,"{""2022"": 25.64, ""2023"": 48.72, ""2024"": 46.15, ""2025"": 44.87, ""2026"": 38.46}",-6.41,354,"{""2024"": 361, ""2025"": 351, ""2026"": 354}",3.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 60, ""Β' ΑΘΗΝΑΣ"": 32, ""ΛΑΡΙΣΑΣ"": 26, ""ΙΩΑΝΝΙΝΩΝ"": 23, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 18}",80.13,"{""2024"": 83.2, ""2025"": 82.32, ""2026"": 80.13}",-2.19,1.63,"{""2024"": 2.24, ""2025"": 2.14, ""2026"": 1.63}",-0.51,2.31,"{""2024"": 3.44, ""2025"": 2.72, ""2026"": 2.31}",-0.41,35.59,"{""2024"": 39.34, ""2025"": 35.04, ""2026"": 35.59}",0.55,228,"{""2024"": 219, ""2025"": 228, ""2026"": 228}",0.0
ΠΕ07,Πρωτοβάθμια Γενικής,15,"{""2022"": 15, ""2023"": 17, ""2024"": 18, ""2025"": 6, ""2026"": 15}",9.0,52.52,"{""2022"": 28.45, ""2023"": 40.5, ""2024"": 47.78, ""2025"": 47.02, ""2026"": 52.52}",5.5,86.85,"{""2022"": 73.68, ""2023"": 78.78, ""2024"": 74.24, ""2025"": 89.71, ""2026"": 86.85}",-2.86,"{""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 4, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 4, ""ΣΕΡΡΩΝ"": 1, ""ΤΡΙΚΑΛΩΝ"": 1, ""ΑΧΑΙΑΣ"": 1}","{""ΔΡΑΜΑΣ"": 129.27, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 108.83, ""ΑΡΓΟΛΙΔΑΣ"": 80.5, ""ΣΕΡΡΩΝ"": 70.36, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 62.43}",76.75,"{""2022"": 91.99, ""2023"": 77.7, ""2024"": 76.12, ""2025"": 67.12, ""2026"": 76.75}",9.63,0.0,"{""2022"": 0.0, ""2023"": 5.88, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,11.54,"{""2022"": 14.1, ""2023"": 15.38, ""2024"": 21.79, ""2025"": 6.41, ""2026"": 11.54}",5.13,62,"{""2024"": 68, ""2025"": 56, ""2026"": 62}",6.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 10, ""Β' ΑΘΗΝΑΣ"": 4, ""Α' ΕΒΡΟΥ"": 3, ""Δ' ΑΘΗΝΑΣ"": 3, ""ΔΡΑΜΑΣ"": 3}",72.69,"{""2024"": 68.49, ""2025"": 70.86, ""2026"": 72.69}",1.83,2.23,"{""2024"": 2.57, ""2025"": 2.78, ""2026"": 2.23}",-0.55,14.16,"{""2024"": 5.75, ""2025"": 18.85, ""2026"": 14.16}",-4.69,24.19,"{""2024"": 26.47, ""2025"": 10.71, ""2026"": 24.19}",13.48,47,"{""2024"": 50, ""2025"": 50, ""2026"": 47}",-3.0
ΠΕ08,Πρωτοβάθμια Γενικής,40,"{""2022"": 4, ""2023"": 21, ""2024"": 179, ""2025"": 30, ""2026"": 40}",10.0,30.34,"{""2022"": 91.16, ""2023"": 46.67, ""2024"": 40.09, ""2025"": 51.66, ""2026"": 30.34}",-21.32,54.19,"{""2022"": 100.95, ""2023"": 72.57, ""2024"": 64.44, ""2025"": 70.66, ""2026"": 54.19}",-16.47,"{""Α' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 8, ""ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ"": 5, ""ΛΑΡΙΣΑΣ"": 3, ""ΙΩΑΝΝΙΝΩΝ"": 2, ""ΔΡΑΜΑΣ"": 2}","{""Β' ΑΘΗΝΑΣ"": 115.13, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 100.36, ""Δ' ΚΥΚΛΑΔΩΝ"": 80.71, ""ΗΡΑΚΛΕΙΟΥ"": 72.84, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 70.35}",84.79,"{""2022"": 26.34, ""2023"": 121.92, ""2024"": 86.76, ""2025"": 47.14, ""2026"": 84.79}",37.65,15.0,"{""2022"": 0.0, ""2023"": 9.52, ""2024"": 0.56, ""2025"": 0.0, ""2026"": 15.0}",15.0,30.77,"{""2022"": 5.13, ""2023"": 20.51, ""2024"": 38.46, ""2025"": 19.23, ""2026"": 30.77}",11.54,181,"{""2024"": 186, ""2025"": 35, ""2026"": 181}",146.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 28, ""Α' ΑΘΗΝΑΣ"": 23, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 13, ""Β' ΑΘΗΝΑΣ"": 10, ""Δ' ΑΘΗΝΑΣ"": 9}",46.08,"{""2024"": 58.79, ""2025"": 66.56, ""2026"": 46.08}",-20.48,3.03,"{""2024"": 2.94, ""2025"": 1.5, ""2026"": 3.03}",1.53,8.11,"{""2024"": 5.65, ""2025"": 4.1, ""2026"": 8.11}",4.01,22.1,"{""2024"": 96.24, ""2025"": 85.71, ""2026"": 22.1}",-63.61,141,"{""2024"": 7, ""2025"": 5, ""2026"": 141}",136.0
ΠΕ11,Πρωτοβάθμια Γενικής,79,"{""2022"": 27, ""2023"": 70, ""2024"": 66, ""2025"": 83, ""2026"": 79}",-4.0,33.28,"{""2022"": 34.04, ""2023"": 35.97, ""2024"": 60.38, ""2025"": 29.11, ""2026"": 33.28}",4.17,96.65,"{""2022"": 114.22, ""2023"": 105.53, ""2024"": 104.39, ""2025"": 102.93, ""2026"": 96.65}",-6.28,"{""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 17, ""Α' ΑΘΗΝΑΣ"": 10, ""ΤΡΙΚΑΛΩΝ"": 9, ""ΧΑΛΚΙΔΙΚΗΣ"": 5, ""ΔΡΑΜΑΣ"": 5}","{""ΘΕΣΠΡΩΤΙΑΣ"": 179.09, ""ΠΡΕΒΕΖΑΣ"": 142.53, ""ΑΡΚΑΔΙΑΣ"": 140.85, ""ΤΡΙΚΑΛΩΝ"": 136.03, ""ΡΟΔΟΠΗΣ"": 130.83}",145.81,"{""2022"": 152.32, ""2023"": 128.02, ""2024"": 88.24, ""2025"": 127.14, ""2026"": 145.81}",18.67,13.92,"{""2022"": 0.0, ""2023"": 10.0, ""2024"": 1.52, ""2025"": 3.61, ""2026"": 13.92}",10.31,28.21,"{""2022"": 19.23, ""2023"": 30.77, ""2024"": 26.92, ""2025"": 26.92, ""2026"": 28.21}",1.29,339,"{""2024"": 306, ""2025"": 314, ""2026"": 339}",25.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 40, ""ΛΑΡΙΣΑΣ"": 23, ""ΤΡΙΚΑΛΩΝ"": 20, ""Δ' ΑΘΗΝΑΣ"": 17, ""Α' ΜΑΓΝΗΣΙΑΣ"": 14}",103.16,"{""2024"": 107.93, ""2025"": 106.06, ""2026"": 103.16}",-2.9,1.82,"{""2024"": 2.11, ""2025"": 2.15, ""2026"": 1.82}",-0.33,-6.51,"{""2024"": -3.54, ""2025"": -3.13, ""2026"": -6.51}",-3.38,23.3,"{""2024"": 21.57, ""2025"": 26.43, ""2026"": 23.3}",-3.13,260,"{""2024"": 240, ""2025"": 231, ""2026"": 260}",29.0
